,6-1,6-2,6-3,6-4,6-5,6-6,6-7,6-8,6-9,6-10,6-11,6-12,6-13,6-14,6-15,6-16,6-17,6-18,6-19,6-20,6-21,6-22,6-23,6-24,6-25,6-26,6-27,6-28,6-29,6-30,6-31,7-1,7-2,7-3,7-4,7-5,7-6,7-7,7-8,7-9,7-10,7-11,7-12,7-13,7-14,7-15,7-16,7-17,7-18,7-19,7-20,7-21,7-22,7-23,7-24,7-25,7-26,7-27,7-28,7-29,7-30,7-31,8-1,8-2,8-3,8-4,8-5,8-6,8-7,8-8,8-9,8-10,8-11,8-12,8-13,8-14,8-15,8-16,8-17,8-18,8-19,8-20,8-21,8-22,8-23,8-24,8-25,8-26,8-27,8-28,8-29,8-30,8-31
Omer Reeves Line,81.11089460691858,82.77981735719412,70.76590556987553,84.11736893658163,93.81101554399856,83.99273923753891,71.6993909166823,74.47769673581212,95.93505031347448,77.06025817980756,94.64602963345376,93.05229439131055,87.67683255737992,88.87065006728625,90.73939678621116,91.3274886471787,72.82561425997204,77.65636344171261,87.07789617487786,92.16439678856972,92.29537794106987,89.50707975586315,79.84739285929534,89.883059420309,73.81237595011515,78.93227365722217,79.30895803913063,73.71264944021377,76.4371657462087,95.8902761519104,70.11137882523477,76.52238098257682,79.6528239821877,84.86870941470397,84.37546456670171,76.22958176912053,86.63762640535364,98.0925369579317,88.77304861394038,76.48873182941772,76.90689989647235,84.80992447363431,102.34187269230904,94.38590174516996,95.4630803152764,80.63153811036244,85.85635393810723,98.6466754317654,103.1158951269822,100.61364907168009,100.97968916600628,90.28562203004392,76.55691620759815,89.67747226760525,87.2029521350543,85.34691313302147,78.13239254715859,92.59644609633202,91.6055168843073,97.39890315640126,102.2238307349508,102.12811659255,85.98433680972862,96.89586919133365,88.0405535903478,82.55523337004848,79.6958624215105,89.92860465218463,81.27103187514015,83.70789941317867,92.43076734422053,80.3458383650786,94.78217399494292,78.3353191245096,102.47621414112726,97.6439360331047,81.13963608624127,77.29285988652501,84.12491650555069,74.27224350854578,93.52682493224977,74.54333011665443,85.41907536225068,100.81223757959684,78.46597074573646,87.3950548847784,78.54281095426224,87.06816800979061,92.54231261312484,76.86103821413522,102.84084936677314,101.88768580163936,98.24964559877712
Joseph Cleckler Line,84.18783923552324,71.2583162447855,89.68518881920075,93.2066583732026,73.74794780943569,75.62443846349856,80.6925885741235,91.5881161145866,71.24371531267488,91.00449904248248,72.26449328696289,82.36292077106259,76.80389669045087,88.12301076341794,77.14777236524137,91.4208972975881,72.9435338166496,78.90272672677901,85.05495833300822,78.59993287526875,84.61756783392647,95.94279851341842,80.17729807319326,88.37553865247313,83.62742147749528,82.03688532696334,82.18659503999322,92.26372048251334,80.30121052072398,74.10437686474943,95.81287320782096,97.9495384445272,101.93879574421378,84.0120204587027,81.64792383768939,98.28635910957966,98.33871974833323,102.89075717069204,92.88869816454188,88.15637967760082,79.2758535759822,91.93835598978384,80.46383240373977,78.10860613962697,90.45326557259956,100.00593767731354,83.33327210254105,96.77077122055928,95.0855746803321,77.3029151228368,77.15543166857273,92.75187838444934,100.74435096321378,100.2177003558789,89.93413144571325,76.79820948314887,82.65312862940334,87.85646558963899,101.2371134327408,82.83680516081722,84.51179163503052,76.98490538869497,89.14700269581188,77.98982782253277,98.72127307454764,96.75959943925882,83.38294445660347,95.03799832553544,78.12909369627445,84.14911306944884,87.7880920106605,89.93044228758956,89.30685927999097,93.3697424176729,82.45043970344884,87.27908306133509,74.30677696039503,76.43521409740963,84.01417420074047,101.21652049849956,86.37497680931565,100.57879174164262,78.02826682196745,88.26052459918785,97.47431960743086,93.84379092238234,99.05310072298654,92.39497264211016,97.41972261929736,92.2172898432168,75.45627744314416,96.95763626770857,101.5530573774526
Timothy Taylor Line,92.64548565573338,83.95820581121707,87.24407889263138,95.80072599546766,91.82199730843564,76.44560939139392,88.4863523525324,96.59999397186832,93.1383196992522,87.40651964209378,91.72902125181592,75.94922511804259,77.19694834816586,70.05163434684486,88.82094027083163,91.52476160817385,74.56541799809179,89.54813666655593,72.70943750381473,77.22883664383598,86.78932390593583,91.7590849045147,85.65338855475179,87.20980858924051,78.77126231554831,90.40068886588062,70.6070427107064,96.42052914238651,72.1907869184256,81.64508209463793,85.56567363888064,79.40248840371443,92.1910765665916,85.6786971421487,103.56324524386088,90.03918884852884,100.41028775346784,101.36461562754076,89.22377818783075,79.93517766649695,78.11021298067614,91.09004834693468,94.57854960423438,90.56496299497316,77.07048589910454,97.60608708821502,99.6302892004514,96.46394581665798,93.49508268304722,88.14401592193822,83.56512812904981,86.84205471614789,82.2895819781617,84.09592284056727,88.12994746373946,82.03735792844265,76.0794462753014,99.98020261634866,89.75325671925673,94.09064932967227,99.11654392758382,82.8683293507041,95.80897528767883,76.78492458676241,93.23257024301392,95.43117194715552,78.77464193762185,87.90762705597952,99.09014952583289,80.09077557868349,98.81224655429038,84.19008105891336,99.3485224918804,100.15288460337504,74.80814987954439,100.38006505523748,89.44791819721104,85.93684263404373,92.83407888612707,99.75708009866078,99.0099892590974,96.67575448799715,76.79079806472267,89.37458449555471,77.46297338562863,80.06770469271042,99.87221884500734,99.22385470261833,100.93499883807633,93.4550003199365,80.4992968522763,100.31488365379307,80.02898776413684
Gail Hatch Line,80.68772231237102,89.76112043706769,79.3064588179188,90.576238126709,84.49343460781012,78.36658141527067,84.57232822388343,93.9387155798161,79.68773904222518,94.24224355592742,94.202904564218,96.57414668190472,79.2362111301118,83.829657701945,71.25051031217957,94.47210953761628,96.64792440460258,81.96883427780423,78.4033310614139,84.74234641362543,91.98797534385874,70.32469114158576,80.99886866966568,84.2668197450861,92.96710696076136,83.16624256547766,86.53398737061843,84.50293072700914,94.13567596301888,75.64248484866856,87.47075344840722,93.32280008597957,82.07116604724642,101.78584828170447,101.32776891616037,93.70446771785429,82.39944889688353,93.59605363127844,84.08058942972737,76.60830686154662,85.76102905307565,91.22045096225054,99.50978898864524,76.4116191475903,90.9379693303146,103.87065335722566,89.62841353897838,91.71249160502632,80.23489740841832,89.65452706315695,88.28795270348756,95.9361281070292,84.17626944805862,87.17616219101177,84.04015018049914,87.17004602710969,83.23449324481149,103.06172759812873,96.92713305234624,92.02150297735804,102.41564656630332,102.81123245243236,92.660090507338,100.80998936008662,93.52544026282447,81.74603725687737,80.57332750730232,80.42942519924264,79.38860310263351,76.96046415788628,77.85861967175029,92.96721445804825,83.24447344973586,86.8762952401884,77.5654711961935,87.4948789791674,82.29643661910973,87.80008005233573,77.72758116750148,75.37054509792303,79.54843385039564,95.92877081113129,87.23102410501325,84.70015822325875,79.75924512249806,99.95489085709085,82.66331576244883,92.33284267131616,80.69648684277256,92.55332599712196,96.38185390703042,79.9901748479439,97.8063178094596
Richard Delrio Line,71.26216656850531,90.42839406068632,89.03785219411245,75.68161829312555,79.39775664716308,78.84931601511947,74.85533196552299,84.90649303520853,96.95577755305514,74.47808164299204,80.53289820878341,96.79528744948112,79.9414501716482,90.29159005681382,80.45883656601005,80.91699769464421,81.09567640905325,90.56359375636018,96.8300883791932,83.53746533486202,74.70155806324989,80.82659288987189,70.53377933418295,78.11961100924393,81.54728788614335,77.74557813118734,87.08412957860182,96.4486814391098,77.92447640439042,73.8050218021705,92.05668009724413,89.23921078212571,94.1057685072678,91.79182707713296,95.41553603872744,78.48591786400743,91.8478507143781,93.98445020831949,88.84090122306708,98.59119061229164,76.44165804273146,95.41970435059724,83.78186194049958,98.80065412384482,98.9433649975077,84.91407318421176,100.20672244264792,87.68291392560721,98.77051909410083,95.04790415240812,87.54994742859316,85.9200738533097,96.07894436505671,99.50430707372392,84.74667432015873,98.33829427444286,84.40184073104069,97.20398760253303,97.5797022677686,82.01556657710086,81.30383535555094,78.59530728028166,76.37735021114993,84.06522621743132,93.39569259148304,94.03585875410604,74.63520427560628,89.58103180898631,102.87842828028364,75.50020951739224,87.34632016375106,89.5617921585864,95.75009078522802,86.38270012431602,95.7244604389076,102.9121561065556,90.742592925508,94.03123825731814,89.70981862117252,94.20831297766868,100.28283238876662,74.236580902497,81.46261137698355,101.85642575400112,80.69114073211165,102.81821157924648,96.58070682461442,81.22275492391185,99.99988872137716,95.70027152250395,79.750452712719,93.13282706590482,95.1819720094692
Michael Creveling Line,90.86354490122488,81.97093976001656,91.31764783184757,85.1885121477905,94.53207651765004,92.07417356351988,82.14219808109928,87.47646717827368,86.53488000149031,83.78084767933674,90.35752721905516,91.2705243218292,71.27259016654921,90.99838564162704,95.65093933228272,78.534129556122,75.35505386031036,82.43086460315502,74.43235979844363,87.49165303461379,73.7567369636132,96.82662302611452,95.12323224071636,71.51499097368094,81.40376765280911,90.58748060567171,94.04031790630964,72.77048136008165,84.07942491586618,95.26173126974292,70.71385351489825,96.29688405363984,88.7156626045771,76.04492327532375,97.619610759787,86.56126428864413,82.57166346146103,103.7584282226166,82.36096152445994,89.63354959959231,97.9601941130986,85.7431281685689,100.146457396744,84.79107799181041,81.35573732987574,103.51970032611504,99.52290730908018,84.67690710984981,85.45977714409531,84.9923471542241,85.87603582439633,77.94921382627386,87.85949235013035,96.19279475175703,77.44585286315025,87.03072635098458,102.20246606339624,96.257485239398,92.269195233523,83.38477253901839,101.3339910677616,103.13155015952664,83.95537473864105,77.17317065099935,78.808653185434,88.19257065768925,80.01691976883369,83.83895556195401,78.97534616701515,101.1397916099638,87.53275702152268,89.75698207213337,94.53987465796295,77.61883149212191,97.56166756360491,100.47966520585064,98.28628468485616,90.23674292186676,79.37525305775465,82.00244337285338,101.6921573695832,98.60848995422488,79.85596822729235,97.75778254526736,80.48679230923258,74.72436843716058,93.98718499669374,93.55103475448364,76.95998157116176,97.9594721335952,81.97519437419196,95.14969438141988,75.65362267091703
Virginia Kim Line,82.63213627757935,80.69768186660063,96.375402779205,82.93699854167168,78.73213952421843,84.27387268850877,87.7010723546882,77.18449830182622,91.6270810718002,92.28240922446848,70.09523379431194,79.40428667630057,70.74630579388068,77.07004986527663,79.71747248343445,79.39994398121635,89.23736369834245,91.66279327949906,78.78243390767123,70.93843774272479,78.35363623398158,70.79296175376359,74.94379173625614,70.04276421530146,84.16664143229767,90.48127750985677,93.25556924407636,71.24036635979934,71.93100430091845,89.80546524117574,90.78727749444914,89.08228260722444,76.42706595188423,82.95807057059382,93.86325768308372,90.68683576346652,87.49174295352068,96.51820201187638,76.08629156981576,94.90000566778258,80.28483673712222,84.44415001207437,84.30029949525917,92.97661627705304,91.1891722058208,102.11263422971102,96.13975434762716,81.66439275080174,81.82152218490256,81.99669571194602,90.36724032710156,90.94240852251087,87.03272369312776,93.36831427147231,92.42316449627876,87.14307500287296,77.4065626125501,90.93787768416622,77.36000884695756,80.22628044763817,101.21733134282096,89.38859492327244,80.7485351046534,102.72689253317924,86.04951544396623,80.98179683426677,75.17147916863439,74.42478858431097,94.96680758279788,84.14287302906777,88.25858324977114,87.85391150485988,99.3469306351012,84.08388538382258,80.09565550361224,88.77752147166272,101.60722018025623,90.12476390271613,78.78164142587549,95.80650620234296,78.4196995052276,87.15151125144908,83.11779119437345,96.09324194694906,93.45327953826138,74.60144040764551,93.64030867388404,84.70421990105635,81.27654234055362,98.51688216823555,83.20538306815999,94.04770429552671,93.75145430449778
Cecil Foster Line,90.37084167395774,73.87900353180528,78.12143452184134,73.10535759510152,93.3521580089793,71.2733785276746,82.00968948851012,82.90770355867518,86.4666418529964,78.95353541814164,71.40027116061339,78.7211758596034,72.03757585336076,84.2681700850247,72.58573051993847,88.35324574636147,77.29650486026868,74.87127294508953,89.50440382930896,78.61996235308874,76.38678444862335,75.3307562349942,73.14037528479587,70.1582460374078,82.71948047723396,79.86797156026279,76.74464474535544,73.32589151357911,87.84651501846498,86.11014818643325,82.90459068329226,92.48313160010484,98.9423687299194,103.3163060848332,103.0025255720736,83.9427711867118,89.52857788058957,85.08319209596938,85.52967353053235,97.52707017558656,90.22624244660648,100.85354215095252,83.78183282345167,88.14182104127539,82.76763682406055,76.08534210816342,86.89165263613378,81.9350909119382,95.37898074984643,76.66266876020087,93.67293686172027,97.63201180595354,103.42868028415586,88.70135504725575,96.26701669825198,92.13166131360374,88.92800205697736,89.62301587880613,97.44280536205,90.64328025346263,79.92911482989778,76.42308547860424,78.99368051622761,88.68863524756371,85.89933061565115,77.9485086763843,88.72871380256369,97.53383710488409,89.36618033511238,92.91844050069368,83.3745325589439,82.30325487453406,76.53915975669368,94.04105153894504,82.46518806988323,93.28358501885204,84.93198674577371,96.17618882134887,96.33599974131177,89.33645848339374,79.34922358570283,81.67400135690666,93.52676534279564,78.77940956612086,74.44063342088788,80.7576470489376,74.63044669484002,87.61273893638932,81.64165682859758,94.7315178357601,88.83694678899215,75.1941771699734,86.30302728837269
Jamie Rosamond Line,88.82092343311226,78.42115192294385,88.7125806924328,92.64133275610487,80.10740719697029,78.43895067779178,82.28732909506982,95.56095160776384,92.30571864784284,77.39934513805764,72.76047656187879,73.51170650691446,83.19485454467873,80.91135689560899,90.36297293300215,71.64391068870536,82.3755652646868,73.65945163579784,89.29535156573832,75.67228205852395,72.78761581541012,70.57179576460874,87.57959073178968,83.46933136071276,84.3318336383081,88.79378481860098,88.62283968308724,76.63478102813586,79.96340666944059,86.47134153252232,96.4876100652018,91.8727264135104,85.9656262342489,77.29765416121265,93.92153767859132,81.97743624779353,101.83451951238388,76.777664472941,82.22740183464508,103.80345954951882,100.42036203949058,76.26223864023189,100.10906812672148,90.33552790594236,97.073138016013,101.95127830277208,103.39098549836956,83.42170869956323,76.17995889769178,79.98682791831392,88.10172744250025,89.28996483217735,90.9199274367142,99.9005500850621,82.50583747981521,90.2243873466032,94.0277003603758,82.5883766099817,103.32463267127832,86.02355963270797,101.58297697049215,83.38994549512105,89.32738708994098,98.28100135993628,81.44357844212306,101.1026676828148,75.01842319713907,95.95936609644626,96.34291870051446,89.28363615952638,95.58144067291444,89.94248422440067,86.94432818030388,100.14512507808304,85.65190036457831,94.93182042545844,87.93405366543344,92.61463927715464,98.68624161407048,96.74295408648024,98.86890551641318,98.89028181574426,77.57363509150802,76.2671655170823,92.0277012042257,81.2354050550043,93.45083894126653,102.1070814989107,86.84551455619419,74.88902122445728,89.68474832795381,94.63493740169692,90.2734183796431
Adalberto Rigel Line,79.35407069292896,90.48292702660612,91.97482338812937,83.18355421168967,91.75803824131948,70.42328554197319,90.93914346842652,71.69809177432224,83.9435823636043,72.58799488827071,81.27079387260983,93.4198555968578,73.99209786600177,89.34856968983293,89.5242468781099,74.0709310719178,83.63879465492839,79.46206112370771,75.82312510518366,76.80829490963002,79.71311152887642,95.94141443277168,71.01233964684805,80.2355077605394,83.75698056023975,93.74541358822223,79.95936545889994,89.62249698170994,86.0424817007886,77.74240974084756,93.12121947762706,78.09776211160647,100.75890232249508,85.50131750859305,92.6455078997341,95.12999550376614,93.1803325535634,101.02703891673464,86.52522965575714,79.2460380186285,98.9168109296046,79.26437617700704,83.98093848098077,85.1375755450641,101.12638154246848,84.63742307296752,90.88595502707236,80.59536081869093,92.72347761542449,98.72804733299408,93.90045715825222,101.2761895900284,81.81586160641446,83.4027360346709,81.87775439777843,97.17645483874094,79.69706399279092,91.61471566521476,79.95591921945257,103.71897657600694,77.57061754140214,77.86570385695944,81.12139922048874,98.9775463046343,80.74006017947426,97.77134725834352,96.27715257807688,95.52868944889448,99.61169041161644,88.87320789717025,88.61638518765083,91.92331310308316,78.94499778138633,78.94372781546042,95.34435761007585,95.6282215855101,74.97194323911361,76.07822944113704,88.24181069611795,101.15950544287077,92.9157954303401,92.1034197965448,93.04425474029632,100.33831230702864,102.2574719863948,101.282847151421,76.83735347041528,94.30366540040023,94.0677348894626,93.0822859189482,75.87199226264597,90.11947340102564,76.35406523320678
Daniel Aponte Line,86.89942218015162,77.18836292554064,89.35161326405033,84.44943861063113,89.79981187255312,88.15930027112283,78.93051788012826,92.17472750524844,85.84374300674676,87.70196740114874,96.08233982221866,89.72434687522747,72.82100985106713,80.95691091122063,87.66169340646552,88.52220037754887,78.58859538805405,71.33562728665996,93.85201496914868,84.52582310142478,78.12143374036992,74.30239456938695,78.21985833172786,70.4219929055091,93.75136068770756,90.25340024986728,83.4771932158624,88.9817196325036,96.83964057825834,77.01555491994506,74.79533425808384,85.254437993451,103.26580778605476,89.51163680055744,99.56320615835546,92.19271437828452,95.89445449634228,82.56567926495403,103.50147886051168,84.6458921641805,86.68983981773029,96.129345813042,80.92230326762738,76.21911183031473,95.79612429311912,93.7716550887884,101.0072662343852,93.99752573342624,102.97586945790718,79.86784706950704,76.35622103436073,80.52139708888815,76.24235882621234,102.6973789483202,97.3678595098544,98.11179171726604,86.05922847480647,85.15431455170847,99.5619959020595,102.73436769937476,90.66987763608785,91.85347305074112,99.00808363061068,82.42680008214666,78.9248386401239,94.07552340601048,75.42656954864601,85.7907033771138,99.66888118593984,74.97420009260881,92.1592088778547,92.78539495080372,92.099463684173,91.37260376317984,77.70782589335862,74.980387453822,84.26930088631103,101.96085355026425,81.80509977907907,80.64926084857197,79.07250691850943,76.11493963139134,101.77791558073544,90.75298105612433,86.54638343580321,86.20632629920252,76.76812629752693,93.52327168702404,87.45465519051473,82.1162759004682,85.88777366830271,82.66004031187285,97.84316059871752
Javier Bankard Line,91.39032177657695,80.43918685951948,77.9723034692711,72.1757651961548,86.88869980553457,77.21507224488141,89.67106521207697,81.90405401048768,89.0687877082793,89.93051368925944,83.17524243449198,94.3815869266624,79.28323077632331,72.2623860353731,76.83445023697737,93.30295351598288,70.59352458643511,86.25663782113588,82.84053444455274,79.76037267898454,94.44190389378645,78.84572717364036,91.12715287648682,94.4133432033994,91.60525460594292,89.196267015243,83.91720841327987,70.18250363871674,79.82732479666872,74.6191473694262,78.77969555567161,95.12755911620036,89.65730311176668,80.83132056824537,89.71689109848003,79.58993443837169,92.81029984824552,83.7251568447348,98.591525020833,84.54513731224552,83.18223467042841,82.77972172044093,96.16377534393176,76.95175368969268,90.27585420464035,90.1483131640426,79.88514004516793,92.6559623976019,78.18052449967385,82.95343375906488,85.01732689076836,83.49640394042025,86.86893627328786,95.11399271381605,92.60725936028535,99.70566813972104,76.0500691639764,97.3240951676436,101.93816571294094,90.66373637392265,76.64228341145598,83.00911918900199,90.9867781041805,96.4638902654181,101.23093648869934,87.58320809594028,84.51248656358014,88.37322686680182,79.76819300467035,92.57408239078993,97.33876821231576,86.12223733377192,96.79883660394682,102.7511337264666,99.690653775741,93.81492124367676,92.96072059491938,92.51800385292248,80.7361768836826,88.13669874349819,79.50809471064724,76.78743190457347,81.56919876625962,87.67993836745973,79.96149687480833,102.98768571246214,93.6681884548508,81.43821436441857,87.80265235192704,76.87718114307818,83.55217010207619,81.5408401079722,80.47203392692793
Lorraine Childress Line,78.48760287374438,85.04218883584635,85.78722545654145,72.7737366917476,87.21155435699886,76.13178423208666,71.13481028533397,90.72212490404117,84.05847746908213,91.3747403174322,84.0249369098812,95.2174896375606,88.86618218455206,76.94216250463843,94.022376382746,96.73338104482018,94.36246949874412,78.79671042972522,75.20607993103647,76.65369972923207,72.29419454834728,87.42768522256665,82.23299569299341,82.12284702814196,89.4229324495935,86.51488111683547,96.82322489607614,81.49208258260471,73.62397745006153,82.77977431497968,73.51312368664556,86.50805021895873,102.4666975858823,95.78307747991084,81.44095784495043,77.47281577359543,90.19832525757175,103.69971924100548,86.00852420928237,85.07887317890575,103.93896351597228,82.89978473105656,87.50529501454454,91.28341564381844,93.8559386094364,91.07748640031367,102.03893652208508,82.30693188789589,97.38045186816268,91.59616766760028,97.21828238582016,87.06265645115698,97.5508567379788,89.5707177780056,99.53402505928094,97.15653598972034,97.94990372111552,76.64426391784069,96.12343473479838,103.36451982728912,92.70099105509952,84.20562657231159,97.18828905939428,85.98837350232921,82.12490250585118,84.2170824704548,92.25800671931484,87.41326128070067,87.35412929115844,98.0550998372191,91.6108411767398,84.45372105289385,75.93530718348393,83.93067700625905,77.82453762117139,83.74830804674332,99.2337750313003,81.60323230505966,74.61526147696252,102.88798625508784,75.71069523665935,98.60669663296017,91.59416052825308,93.47050533231612,100.73524024964468,86.95238369569714,83.24246556080276,83.87332656532519,84.02456310966042,92.4189720344814,95.51307844729178,99.35052992030704,85.36814811313188
Steve Aman Line,92.04274876262726,75.03547430737142,91.27420096572226,95.13139841247192,71.22613967118761,93.02435605875954,88.18501017060413,86.67969910004932,96.0336123091701,87.99696096111076,95.7202986773376,76.31011140990232,93.73045262427556,75.73686498995541,87.74885985900575,84.18124127354166,92.00510125242964,79.04644459434206,88.41239638189302,89.80269017612726,82.43831439489198,70.70488981718907,92.63633143539448,91.3184631450732,79.01829707288721,76.6051667530912,90.01371652453165,81.72938820854917,91.61942306837209,93.15958375799887,89.16756854744983,81.0485760587195,103.52347089441324,101.51476774433934,94.49731979575525,93.8020883006352,77.54069369238438,99.8755072659996,79.43580926722629,94.3885380426589,85.30767613925651,95.1543525246118,101.85480340621186,93.04252817142466,94.15390577372322,99.64539253624449,91.43699540431425,95.9537012323613,95.97642647896096,76.87642336470098,76.6149577732302,99.47293987663582,92.98781644006934,93.29871693012244,80.30191625183575,84.9796485052475,79.14625412900696,101.03271052069285,96.68854076545286,82.19541921131311,92.32211572382217,95.29808477734588,79.54001086426082,96.62923298221575,93.4499599561203,102.4249364221922,98.06061934664176,78.24249810045659,101.90680205585596,98.67457633069542,91.05349008446964,85.44820405734968,80.28455572375616,78.62852948440698,96.09563730297133,91.52085221217716,97.98276814326276,87.80774473130603,83.58513452266497,84.32240294089652,74.00068279055557,81.66736626811084,92.56633234863423,88.10426055231135,98.07763972276707,78.02547787787427,102.8673123727878,77.95111247588099,77.67705901967341,100.84661156711662,80.7358304539993,91.05424063982451,74.84235404105323
Betty Wales Line,71.87946480709736,94.58436064702887,91.88005509195506,85.05445062628156,71.15562146991711,72.06169858234894,91.83378637384278,93.76296178283329,90.8899826025896,71.31615578542537,93.27654902999804,84.93598902930644,74.25207206381609,86.6914938507459,88.82355340704592,93.075141005335,73.94223294471135,79.53841326032148,80.94748057356205,88.44945055310089,75.76295064416264,80.29915720283972,80.36356717051004,75.3154453015633,82.8521389023782,94.17390106746988,78.43957267388619,77.48852229448869,87.60950639533878,79.86717367977167,72.84811543173534,98.43131933228548,92.39281997542564,81.89276084650776,77.27189237236115,86.18341331930122,82.14536670222923,83.3697125883302,86.36598780950149,103.24887594723698,80.54592433002742,90.11306851001686,89.38921532755504,78.87307769706838,86.0993279998753,79.56418402475515,90.77516207330412,85.88689703925581,97.1339822109725,95.05897468313847,103.46540764877552,80.63546479987377,92.82701273028955,98.8178668406424,80.58062323914152,82.32070300615403,79.26986096060593,103.22787875302107,79.45611933340587,101.44203620214005,92.98318691486536,90.39967044134276,98.33781986881078,82.66378888260434,84.38944941780419,88.27237474671672,75.08089371447798,87.90245908392947,100.56947429621984,93.91514552685368,87.13364358496804,93.03109218667758,91.79479314673988,95.6239277305781,98.57818508369144,86.58223182161365,97.15150733231827,84.28798434650625,88.25738636496547,80.83841468451908,77.26980488733771,76.25086274682685,76.96770959197791,93.47815106905075,83.68445233268099,91.27311196008884,82.69990039499457,94.28527892621602,98.79293209467852,93.65268396168676,85.39387365026319,88.78158913990433,93.33257645453943
Dorothy Yurko Line,93.32092711322922,95.42840350796004,78.96127364987713,73.34168798584578,73.66832858872522,86.43618788322682,78.29984039442319,79.5256786537086,80.81627194226719,86.07891337052024,76.50813282115327,70.45769363343423,80.42726638465373,73.90970392351582,78.0053172818053,82.79345186560758,90.95854502082508,92.41609474120996,82.44108563095608,93.13763273586424,74.08421962928443,85.85841898149035,79.6182241216893,78.03307192650209,85.43996448102948,71.82349907347024,84.55839396587768,96.5103656468979,89.56722337114078,76.48470224589991,84.99272671490453,78.95121358101673,97.73001277236024,82.63993991557331,94.86743581174368,80.17883034363447,84.16596825514944,95.56655799271692,87.80628851546025,82.34813851160114,96.7267425136708,78.31564237542379,102.27545339635644,78.8376137708089,88.47619006140222,91.68935346241156,83.40537081294501,88.57425184515733,99.01039839770884,103.75742108946989,100.32941997518704,81.61589417617223,99.96269653651684,79.81174628945202,80.68133639722426,77.15224325611474,89.62602686556974,101.80865224480638,83.5955918872237,97.1702827492894,76.23965513961781,79.22374652852999,101.2623841725282,91.8623278708509,86.08978208903629,76.66508588305123,93.18426777173389,83.89123870118624,91.25504788787,85.36815379890375,96.91966202900942,98.27217332595605,97.30269813528308,98.740910728025,90.50412089623282,90.18773323755644,101.0437812199777,99.9513875088304,98.12968292273742,102.47504061928312,91.66980233714598,83.65624231118278,88.63362767010888,85.44383125056085,79.84034233350985,81.38986994384021,75.8629985416179,94.23599477731848,90.31522411999168,98.78825029620712,90.68856651183702,89.25868568002792,87.55974169009806
Wayne Fehling Line,85.34106992959616,87.59695042506496,71.40797817393856,93.0293117782494,79.41904102316774,76.16735868683358,71.14821533456946,74.4934462784878,94.68706620779344,82.14422863015902,75.89802324965817,82.44168191414518,83.2453747461609,92.53790174915976,85.97604537720218,72.5828708058035,91.95229197729968,71.22664817093818,90.64295687116508,94.73154701595516,92.03427644771396,82.41687373576264,77.74445004491974,74.05494951922647,73.1644671456344,83.68825605259906,80.00645828031523,90.72746021642176,76.28532316827713,87.12750785899053,80.65242767338827,97.05586618115032,78.15125702364844,97.19146445000789,84.25050043497704,88.9527080378012,84.40345214587423,84.20811588856247,101.92532347977767,76.37329652779597,96.01009208043688,94.43243708190369,85.44675165448787,90.28972045423828,81.9925743179282,80.34025602239299,89.20845236404615,88.76657146035183,87.05515160961299,103.18432497990348,83.77710911322204,96.15250283570047,96.6622748712652,98.31787985237358,76.3996944711176,98.9525919502762,94.64646066458012,88.21987383968141,100.01332829534805,85.75454999158435,88.40432612791248,91.0330019546504,93.16376749302582,99.06188162329204,75.79524831577258,100.89822596765114,100.84980293411188,93.71448889287436,83.47155406502463,97.39567169106869,87.79777516219866,86.13140027670708,79.4262568559917,93.1840400459184,87.75228039855222,81.71178835780383,94.761127222419,101.9697133009903,79.47408466256941,74.11562996295702,98.34857878739554,92.04926397405838,82.75069741704112,96.6229030850348,96.51754323234228,85.62066375214572,90.97126476333428,74.28192317684518,96.22467988839476,85.16573865109585,82.01370584156564,82.94996776019244,88.43232013737087
Grady Foreman Line,92.05372287935732,71.43335950097031,78.54820064420505,75.71316134363617,70.75313804986581,87.09778777560032,70.9332666619545,88.88721786587544,96.01168199340992,94.86566868192097,90.4999557995335,93.58481684639796,74.6867715505425,94.37231632572713,81.32761488912382,94.22287976900176,92.50884586367916,81.1724220571055,94.81894979954755,76.65786111948019,80.57740130538741,93.5953790464207,71.27165470420746,76.88822092957892,81.15719169399975,74.25889236788129,80.44463769040728,90.13953966315216,79.74435373401415,89.79303848899954,85.61422347248413,103.27336798631276,90.71053041886948,101.64787645847426,84.28963837860202,98.71354201849653,90.29277110219807,96.48884025325482,92.94177765472516,96.46794729290455,87.03982020963134,101.92792682277666,79.89563034566547,76.40762896672783,93.60678635828796,101.76879991918676,78.66107764654446,79.99811381454023,97.55647456581916,87.24845424511594,102.53679689169758,85.14641650536157,100.5618825974132,87.39922935448642,96.6704067188424,93.72566360093388,81.07634466837317,85.4697629782752,99.65821737138027,78.70278818091525,86.0419833271122,84.86297257160317,95.21174662237516,100.9728720250456,85.97930513800357,74.6113774115472,81.73163250618744,102.72081460498585,79.69130485629663,94.76719066578627,96.1502449979086,78.10812435021167,77.24532838730939,96.73983774561844,78.30919637012768,97.25291154806256,98.55237134315192,81.08404170710787,80.90354230592507,93.21366210818742,77.84093317369845,89.94715027569276,99.30229205426974,82.67932540703158,80.1566076690878,96.6774380287418,96.3477763617585,93.2402153270926,87.98657826113057,89.60831522016616,93.7803032781323,83.51900905762098,83.35652396757489
